source	target	ligand	receptor	prob	pval	interaction_name	interaction_name_2	pathway_name	annotation	evidence
Stromalcells	Bcells	THBS2	CD47	0.00215296690835517	0	THBS2_CD47	THBS2 - CD47	THBS	ECM-Receptor	KEGG: hsa04512
Stromalcells	Epithelialcells	THBS2	CD47	0.00569251418855738	0	THBS2_CD47	THBS2 - CD47	THBS	ECM-Receptor	KEGG: hsa04512
Stromalcells	Myeloids	THBS2	CD47	0.0031990933098499	0	THBS2_CD47	THBS2 - CD47	THBS	ECM-Receptor	KEGG: hsa04512
Stromalcells	Stromalcells	THBS2	CD47	0.00195056538422227	0	THBS2_CD47	THBS2 - CD47	THBS	ECM-Receptor	KEGG: hsa04512
Stromalcells	Tcells	THBS2	CD47	0.00357472506444893	0	THBS2_CD47	THBS2 - CD47	THBS	ECM-Receptor	KEGG: hsa04512
Epithelialcells	Epithelialcells	AGRN	DAG1	0.000126758135792184	0	AGRN_DAG1	AGRN - DAG1	AGRN	ECM-Receptor	KEGG: hsa04512
Stromalcells	Epithelialcells	AGRN	DAG1	0.000241053747678292	0	AGRN_DAG1	AGRN - DAG1	AGRN	ECM-Receptor	KEGG: hsa04512
Stromalcells	Epithelialcells	HSPG2	DAG1	0.00138084636329795	0	HSPG2_DAG1	HSPG2 - DAG1	HSPG	ECM-Receptor	KEGG: hsa04512
Epithelialcells	Epithelialcells	LAMA3	DAG1	0.000205366806486948	0	LAMA3_DAG1	LAMA3 - DAG1	LAMININ	ECM-Receptor	KEGG: hsa04512
Stromalcells	Epithelialcells	LAMA4	DAG1	0.00132698240388165	0	LAMA4_DAG1	LAMA4 - DAG1	LAMININ	ECM-Receptor	KEGG: hsa04512
Stromalcells	Epithelialcells	LAMB1	DAG1	0.000697751712828072	0	LAMB1_DAG1	LAMB1 - DAG1	LAMININ	ECM-Receptor	KEGG: hsa04512
Stromalcells	Epithelialcells	LAMB2	DAG1	0.000347348409384337	0	LAMB2_DAG1	LAMB2 - DAG1	LAMININ	ECM-Receptor	KEGG: hsa04512
Epithelialcells	Epithelialcells	LAMB3	DAG1	0.000676139035550011	0	LAMB3_DAG1	LAMB3 - DAG1	LAMININ	ECM-Receptor	KEGG: hsa04512
Stromalcells	Epithelialcells	LAMC1	DAG1	0.0010678783966241	0	LAMC1_DAG1	LAMC1 - DAG1	LAMININ	ECM-Receptor	KEGG: hsa04512
Epithelialcells	Epithelialcells	LAMC2	DAG1	0.000260487771997759	0	LAMC2_DAG1	LAMC2 - DAG1	LAMININ	ECM-Receptor	KEGG: hsa04512
Bcells	Bcells	ADGRE5	CD55	0.00195838884139417	0	ADGRE5_CD55	ADGRE5 - CD55	ADGRE5	Cell-Cell Contact	PMID: 11297558
Epithelialcells	Bcells	ADGRE5	CD55	0.00418655797418161	0	ADGRE5_CD55	ADGRE5 - CD55	ADGRE5	Cell-Cell Contact	PMID: 11297558
Tcells	Bcells	ADGRE5	CD55	0.00556184422341124	0	ADGRE5_CD55	ADGRE5 - CD55	ADGRE5	Cell-Cell Contact	PMID: 11297558
Bcells	Epithelialcells	ADGRE5	CD55	0.001822568593746	0	ADGRE5_CD55	ADGRE5 - CD55	ADGRE5	Cell-Cell Contact	PMID: 11297558
Epithelialcells	Epithelialcells	ADGRE5	CD55	0.00389681074876614	0	ADGRE5_CD55	ADGRE5 - CD55	ADGRE5	Cell-Cell Contact	PMID: 11297558
Tcells	Epithelialcells	ADGRE5	CD55	0.00517740976768729	0	ADGRE5_CD55	ADGRE5 - CD55	ADGRE5	Cell-Cell Contact	PMID: 11297558
Epithelialcells	Myeloids	ADGRE5	CD55	0.00183253499648811	0	ADGRE5_CD55	ADGRE5 - CD55	ADGRE5	Cell-Cell Contact	PMID: 11297558
Tcells	Myeloids	ADGRE5	CD55	0.00243641559384303	0	ADGRE5_CD55	ADGRE5 - CD55	ADGRE5	Cell-Cell Contact	PMID: 11297558
Bcells	Stromalcells	ADGRE5	CD55	0.00164533509517401	0	ADGRE5_CD55	ADGRE5 - CD55	ADGRE5	Cell-Cell Contact	PMID: 11297558
Epithelialcells	Stromalcells	ADGRE5	CD55	0.00351858107677497	0	ADGRE5_CD55	ADGRE5 - CD55	ADGRE5	Cell-Cell Contact	PMID: 11297558
Tcells	Stromalcells	ADGRE5	CD55	0.00467546685761772	0	ADGRE5_CD55	ADGRE5 - CD55	ADGRE5	Cell-Cell Contact	PMID: 11297558
Epithelialcells	Bcells	APP	CD74	0.0585537407466599	0	APP_CD74	APP - CD74	APP	Cell-Cell Contact	PMID: 19849849
Myeloids	Bcells	APP	CD74	0.01126183825788	0	APP_CD74	APP - CD74	APP	Cell-Cell Contact	PMID: 19849849
Stromalcells	Bcells	APP	CD74	0.102294744036338	0	APP_CD74	APP - CD74	APP	Cell-Cell Contact	PMID: 19849849
Epithelialcells	Epithelialcells	APP	CD74	0.0128417790201752	0	APP_CD74	APP - CD74	APP	Cell-Cell Contact	PMID: 19849849
Stromalcells	Epithelialcells	APP	CD74	0.0232792655132917	0	APP_CD74	APP - CD74	APP	Cell-Cell Contact	PMID: 19849849
Epithelialcells	Myeloids	APP	CD74	0.067342551251518	0	APP_CD74	APP - CD74	APP	Cell-Cell Contact	PMID: 19849849
Myeloids	Myeloids	APP	CD74	0.0130506204234957	0	APP_CD74	APP - CD74	APP	Cell-Cell Contact	PMID: 19849849
Stromalcells	Myeloids	APP	CD74	0.116834223011301	0	APP_CD74	APP - CD74	APP	Cell-Cell Contact	PMID: 19849849
Epithelialcells	Stromalcells	APP	CD74	0.0130940543694378	0	APP_CD74	APP - CD74	APP	Cell-Cell Contact	PMID: 19849849
Stromalcells	Stromalcells	APP	CD74	0.0237316548294963	0	APP_CD74	APP - CD74	APP	Cell-Cell Contact	PMID: 19849849
Epithelialcells	Tcells	APP	CD74	0.0300671016136122	0	APP_CD74	APP - CD74	APP	Cell-Cell Contact	PMID: 19849849
Stromalcells	Tcells	APP	CD74	0.0537427090795471	0	APP_CD74	APP - CD74	APP	Cell-Cell Contact	PMID: 19849849
Bcells	Myeloids	PTPRC	MRC1	0.000824193860017006	0	PTPRC_MRC1	PTPRC - MRC1	CD45	Cell-Cell Contact	PMID: 27601670; PMID: 10575006
Myeloids	Myeloids	PTPRC	MRC1	0.00325030167098796	0	PTPRC_MRC1	PTPRC - MRC1	CD45	Cell-Cell Contact	PMID: 27601670; PMID: 10575006
Tcells	Myeloids	PTPRC	MRC1	0.00797082430111735	0	PTPRC_MRC1	PTPRC - MRC1	CD45	Cell-Cell Contact	PMID: 27601670; PMID: 10575006
Epithelialcells	Epithelialcells	CD46	JAG1	0.00153809955178376	0	CD46_JAG1	CD46 - JAG1	CD46	Cell-Cell Contact	PMID: 23086448
Stromalcells	Epithelialcells	CD46	JAG1	0.00041813860128537	0	CD46_JAG1	CD46 - JAG1	CD46	Cell-Cell Contact	PMID: 23086448
Epithelialcells	Stromalcells	CD46	JAG1	0.00208924113659953	0	CD46_JAG1	CD46 - JAG1	CD46	Cell-Cell Contact	PMID: 23086448
Stromalcells	Stromalcells	CD46	JAG1	0.00056819705168543	0	CD46_JAG1	CD46 - JAG1	CD46	Cell-Cell Contact	PMID: 23086448
Tcells	Epithelialcells	CD96	PVR	0.000368046101364882	0	CD96_PVR	CD96 - PVR	CD96	Cell-Cell Contact	PMID: 15034010
Bcells	Myeloids	CD99	PILRA	0.00140028771012948	0	CD99_PILRA	CD99 - PILRA	CD99	Cell-Cell Contact	PMID: 18234675
Epithelialcells	Myeloids	CD99	PILRA	0.00442258296622207	0	CD99_PILRA	CD99 - PILRA	CD99	Cell-Cell Contact	PMID: 18234675
Myeloids	Myeloids	CD99	PILRA	0.00492053319100081	0	CD99_PILRA	CD99 - PILRA	CD99	Cell-Cell Contact	PMID: 18234675
Stromalcells	Myeloids	CD99	PILRA	0.0116239287692317	0	CD99_PILRA	CD99 - PILRA	CD99	Cell-Cell Contact	PMID: 18234675
Tcells	Myeloids	CD99	PILRA	0.00710515916693837	0	CD99_PILRA	CD99 - PILRA	CD99	Cell-Cell Contact	PMID: 18234675
Stromalcells	Epithelialcells	CD99	CD99	0.0324671743763124	0	CD99_CD99	CD99 - CD99	CD99	Cell-Cell Contact	KEGG: hsa04514
Tcells	Epithelialcells	CD99	CD99	0.0200096920797565	0	CD99_CD99	CD99 - CD99	CD99	Cell-Cell Contact	KEGG: hsa04514
Stromalcells	Myeloids	CD99	CD99	0.0360085326221665	0	CD99_CD99	CD99 - CD99	CD99	Cell-Cell Contact	KEGG: hsa04514
Tcells	Myeloids	CD99	CD99	0.0222234605480321	0	CD99_CD99	CD99 - CD99	CD99	Cell-Cell Contact	KEGG: hsa04514
Epithelialcells	Stromalcells	CD99	CD99	0.0324671743763124	0	CD99_CD99	CD99 - CD99	CD99	Cell-Cell Contact	KEGG: hsa04514
Myeloids	Stromalcells	CD99	CD99	0.0360085326221665	0	CD99_CD99	CD99 - CD99	CD99	Cell-Cell Contact	KEGG: hsa04514
Stromalcells	Stromalcells	CD99	CD99	0.0815914185215131	0	CD99_CD99	CD99 - CD99	CD99	Cell-Cell Contact	KEGG: hsa04514
Tcells	Stromalcells	CD99	CD99	0.0512843051514644	0	CD99_CD99	CD99 - CD99	CD99	Cell-Cell Contact	KEGG: hsa04514
Epithelialcells	Tcells	CD99	CD99	0.0200096920797565	0	CD99_CD99	CD99 - CD99	CD99	Cell-Cell Contact	KEGG: hsa04514
Myeloids	Tcells	CD99	CD99	0.0222234605480321	0	CD99_CD99	CD99 - CD99	CD99	Cell-Cell Contact	KEGG: hsa04514
Stromalcells	Tcells	CD99	CD99	0.0512843051514644	0	CD99_CD99	CD99 - CD99	CD99	Cell-Cell Contact	KEGG: hsa04514
Tcells	Tcells	CD99	CD99	0.0318444228204231	0	CD99_CD99	CD99 - CD99	CD99	Cell-Cell Contact	KEGG: hsa04514
Epithelialcells	Epithelialcells	CDH1	CDH1	0.00833756883122048	0	CDH1_CDH1	CDH1 - CDH1	CDH	Cell-Cell Contact	KEGG: hsa04514
Epithelialcells	Epithelialcells	CDH1	ITGA2_ITGB1	0.00317393065880513	0	CDH1_ITGA1_ITGB1	CDH1 - (ITGA1+ITGB1)	CDH1	Cell-Cell Contact	PMID: 12392763
Epithelialcells	Epithelialcells	CEACAM1	CEACAM5	0.0131355943556442	0	CEACAM1_CEACAM5	CEACAM1 - CEACAM5	CEACAM	Cell-Cell Contact	PMID: 11590190
Tcells	Tcells	CLEC2D	KLRB1	0.00823073200549031	0	CLEC2D_KLRB1	CLEC2D - KLRB1	CLEC	Cell-Cell Contact	PMID: 24223577
Myeloids	Tcells	CLEC2B	KLRB1	0.00538771417246304	0	CLEC2B_KLRB1	CLEC2B - KLRB1	CLEC	Cell-Cell Contact	PMID: 24223577
Stromalcells	Tcells	CLEC2B	KLRB1	0.00962668283336545	0	CLEC2B_KLRB1	CLEC2B - KLRB1	CLEC	Cell-Cell Contact	PMID: 24223577
Tcells	Tcells	CLEC2B	KLRB1	0.00796066338963673	0	CLEC2B_KLRB1	CLEC2B - KLRB1	CLEC	Cell-Cell Contact	PMID: 24223577
Bcells	Tcells	CD69	KLRB1	0.00806401772990303	0	CLEC2C_KLRB1	CLEC2C - KLRB1	CLEC	Cell-Cell Contact	PMID: 24223577
Tcells	Tcells	CD69	KLRB1	0.0216782553667907	0	CLEC2C_KLRB1	CLEC2C - KLRB1	CLEC	Cell-Cell Contact	PMID: 24223577
Epithelialcells	Epithelialcells	DSC2	DSG2	0.00211829183491545	0	DSC2_DSG2	DSC2 - DSG2	DESMOSOME	Cell-Cell Contact	PMID: 27298358
Epithelialcells	Epithelialcells	EFNA1	EPHA2	0.00484570207757558	0	EFNA1_EPHA2	EFNA1 - EPHA2	EPHA	Cell-Cell Contact	PMID: 15114347
Epithelialcells	Epithelialcells	EFNA3	EPHA2	0.000873010287385981	0	EFNA3_EPHA2	EFNA3 - EPHA2	EPHA	Cell-Cell Contact	PMID: 15114347
Epithelialcells	Epithelialcells	EFNA4	EPHA2	0.000681842040715496	0	EFNA4_EPHA2	EFNA4 - EPHA2	EPHA	Cell-Cell Contact	PMID: 15114347
Epithelialcells	Epithelialcells	EFNB1	EPHB2	0.000473736032528928	0	EFNB1_EPHB2	EFNB1 - EPHB2	EPHB	Cell-Cell Contact	PMID: 15114347
Epithelialcells	Epithelialcells	EFNB1	EPHB3	0.000211880444448848	0	EFNB1_EPHB3	EFNB1 - EPHB3	EPHB	Cell-Cell Contact	PMID: 15114347
Epithelialcells	Epithelialcells	EFNB1	EPHB4	0.000228970942101283	0	EFNB1_EPHB4	EFNB1 - EPHB4	EPHB	Cell-Cell Contact	PMID: 15114347
Epithelialcells	Epithelialcells	EFNB2	EPHB2	0.00111292168460053	0	EFNB2_EPHB2	EFNB2 - EPHB2	EPHB	Cell-Cell Contact	PMID: 15114347
Epithelialcells	Epithelialcells	EFNB2	EPHB3	0.000497934938451654	0	EFNB2_EPHB3	EFNB2 - EPHB3	EPHB	Cell-Cell Contact	PMID: 15114347
Epithelialcells	Epithelialcells	EFNB2	EPHB4	0.000538086471816703	0	EFNB2_EPHB4	EFNB2 - EPHB4	EPHB	Cell-Cell Contact	PMID: 15114347
Stromalcells	Stromalcells	ESAM	ESAM	0.00189465169213146	0	ESAM_ESAM	ESAM - ESAM	ESAM	Cell-Cell Contact	KEGG: hsa04514; PMID: 11279107
Myeloids	Myeloids	ICAM1	ITGAX_ITGB2	0.0140132059599198	0	ICAM1_ITGAX_ITGB2	ICAM1 - (ITGAX+ITGB2)	ICAM	Cell-Cell Contact	PMID: 16252253
Stromalcells	Myeloids	ICAM1	ITGAX_ITGB2	0.0105993292527239	0	ICAM1_ITGAX_ITGB2	ICAM1 - (ITGAX+ITGB2)	ICAM	Cell-Cell Contact	PMID: 16252253
Myeloids	Myeloids	ITGB2	ICAM1	0.029979493513588	0	ITGB2_ICAM1	ITGB2 - ICAM1	ITGB2	Cell-Cell Contact	KEGG: hsa04514
Tcells	Myeloids	ITGB2	ICAM1	0.00950515172764286	0	ITGB2_ICAM1	ITGB2 - ICAM1	ITGB2	Cell-Cell Contact	KEGG: hsa04514
Myeloids	Stromalcells	ITGB2	ICAM1	0.0227657432873861	0	ITGB2_ICAM1	ITGB2 - ICAM1	ITGB2	Cell-Cell Contact	KEGG: hsa04514
Tcells	Stromalcells	ITGB2	ICAM1	0.00718152142034302	0	ITGB2_ICAM1	ITGB2 - ICAM1	ITGB2	Cell-Cell Contact	KEGG: hsa04514
Myeloids	Bcells	ITGB2	ICAM2	0.00306265431862485	0	ITGB2_ICAM2	ITGB2 - ICAM2	ITGB2	Cell-Cell Contact	KEGG: hsa04514
Tcells	Bcells	ITGB2	ICAM2	0.000952970606029776	0	ITGB2_ICAM2	ITGB2 - ICAM2	ITGB2	Cell-Cell Contact	KEGG: hsa04514
Myeloids	Stromalcells	ITGB2	ICAM2	0.0028896544899385	0	ITGB2_ICAM2	ITGB2 - ICAM2	ITGB2	Cell-Cell Contact	KEGG: hsa04514
Tcells	Stromalcells	ITGB2	ICAM2	0.000899032790383359	0	ITGB2_ICAM2	ITGB2 - ICAM2	ITGB2	Cell-Cell Contact	KEGG: hsa04514
Epithelialcells	Epithelialcells	F11R	F11R	0.00194844891432239	0	F11R_F11R	F11R - F11R	JAM	Cell-Cell Contact	KEGG: hsa04514
Bcells	Myeloids	HLA-DPA1	CD4	0.00977880701656094	0	HLA-DPA1_CD4	HLA-DPA1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Epithelialcells	Myeloids	HLA-DPA1	CD4	0.000426281422749705	0	HLA-DPA1_CD4	HLA-DPA1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Myeloids	Myeloids	HLA-DPA1	CD4	0.0183682414611066	0	HLA-DPA1_CD4	HLA-DPA1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Stromalcells	Myeloids	HLA-DPA1	CD4	0.00100860764924545	0	HLA-DPA1_CD4	HLA-DPA1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Tcells	Myeloids	HLA-DPA1	CD4	0.0030783513511365	0	HLA-DPA1_CD4	HLA-DPA1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Bcells	Myeloids	HLA-DPB1	CD4	0.010372109988559	0	HLA-DPB1_CD4	HLA-DPB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Myeloids	Myeloids	HLA-DPB1	CD4	0.0193959489241936	0	HLA-DPB1_CD4	HLA-DPB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Stromalcells	Myeloids	HLA-DPB1	CD4	0.00117920833483291	0	HLA-DPB1_CD4	HLA-DPB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Tcells	Myeloids	HLA-DPB1	CD4	0.00327399164272129	0	HLA-DPB1_CD4	HLA-DPB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Bcells	Myeloids	HLA-DQA1	CD4	0.00608606176788482	0	HLA-DQA1_CD4	HLA-DQA1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Myeloids	Myeloids	HLA-DQA1	CD4	0.0115380249380935	0	HLA-DQA1_CD4	HLA-DQA1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Bcells	Myeloids	HLA-DMA	CD4	0.00469783593043635	0	HLA-DMA_CD4	HLA-DMA - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Epithelialcells	Myeloids	HLA-DMA	CD4	0.000567353763101442	0	HLA-DMA_CD4	HLA-DMA - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Myeloids	Myeloids	HLA-DMA	CD4	0.00946868656017874	0	HLA-DMA_CD4	HLA-DMA - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Bcells	Myeloids	HLA-DMB	CD4	0.000248648607055641	0	HLA-DMB_CD4	HLA-DMB - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Myeloids	Myeloids	HLA-DMB	CD4	0.00644266542080646	0	HLA-DMB_CD4	HLA-DMB - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Bcells	Myeloids	HLA-DQA2	CD4	0.000747684828383121	0	HLA-DQA2_CD4	HLA-DQA2 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Myeloids	Myeloids	HLA-DQA2	CD4	0.0027553963237116	0	HLA-DQA2_CD4	HLA-DQA2 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Bcells	Myeloids	HLA-DQB1	CD4	0.00647537627500499	0	HLA-DQB1_CD4	HLA-DQB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Myeloids	Myeloids	HLA-DQB1	CD4	0.01272249350119	0	HLA-DQB1_CD4	HLA-DQB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Bcells	Myeloids	HLA-DRA	CD4	0.017524501766259	0	HLA-DRA_CD4	HLA-DRA - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Epithelialcells	Myeloids	HLA-DRA	CD4	0.00144580384111572	0	HLA-DRA_CD4	HLA-DRA - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Myeloids	Myeloids	HLA-DRA	CD4	0.0282232905112535	0	HLA-DRA_CD4	HLA-DRA - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Stromalcells	Myeloids	HLA-DRA	CD4	0.00164876515427245	0	HLA-DRA_CD4	HLA-DRA - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Tcells	Myeloids	HLA-DRA	CD4	0.00311834748672712	0	HLA-DRA_CD4	HLA-DRA - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Bcells	Myeloids	HLA-DRB1	CD4	0.00961265524992963	0	HLA-DRB1_CD4	HLA-DRB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Epithelialcells	Myeloids	HLA-DRB1	CD4	0.000940685429637651	0	HLA-DRB1_CD4	HLA-DRB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Myeloids	Myeloids	HLA-DRB1	CD4	0.0200510446699602	0	HLA-DRB1_CD4	HLA-DRB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Stromalcells	Myeloids	HLA-DRB1	CD4	0.000975758352677081	0	HLA-DRB1_CD4	HLA-DRB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Tcells	Myeloids	HLA-DRB1	CD4	0.00316850623791375	0	HLA-DRB1_CD4	HLA-DRB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Bcells	Myeloids	HLA-DRB5	CD4	0.00265019700304388	0	HLA-DRB5_CD4	HLA-DRB5 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Myeloids	Myeloids	HLA-DRB5	CD4	0.0113826319328727	0	HLA-DRB5_CD4	HLA-DRB5 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Epithelialcells	Epithelialcells	MPZL1	MPZL1	0.00176642466721095	0	MPZL1_MPZL1	MPZL1 - MPZL1	MPZ	Cell-Cell Contact	KEGG: hsa04514
Stromalcells	Epithelialcells	MPZL1	MPZL1	0.00136872139308317	0	MPZL1_MPZL1	MPZL1 - MPZL1	MPZ	Cell-Cell Contact	KEGG: hsa04514
Epithelialcells	Stromalcells	MPZL1	MPZL1	0.00136872139308317	0	MPZL1_MPZL1	MPZL1 - MPZL1	MPZ	Cell-Cell Contact	KEGG: hsa04514
Stromalcells	Stromalcells	MPZL1	MPZL1	0.00106046425780131	0	MPZL1_MPZL1	MPZL1 - MPZL1	MPZ	Cell-Cell Contact	KEGG: hsa04514
Epithelialcells	Stromalcells	JAG1	NOTCH3	0.000507041891939356	0	JAG1_NOTCH3	JAG1 - NOTCH3	NOTCH	Cell-Cell Contact	PMID: 22353464
Stromalcells	Stromalcells	JAG1	NOTCH3	0.000688983298451258	0	JAG1_NOTCH3	JAG1 - NOTCH3	NOTCH	Cell-Cell Contact	PMID: 22353464
Epithelialcells	Epithelialcells	OCLN	OCLN	0.000400255755147518	0	OCLN_OCLN	OCLN - OCLN	OCLN	Cell-Cell Contact	KEGG: hsa04514
Stromalcells	Stromalcells	PECAM1	PECAM1	0.00284129309800832	0	PECAM1_PECAM1	PECAM1 - PECAM1	PECAM1	Cell-Cell Contact	KEGG: hsa04514
Stromalcells	Stromalcells	PTPRM	PTPRM	0.000133297923696781	0	PTPRM_PTPRM	PTPRM - PTPRM	PTPRM	Cell-Cell Contact	KEGG: hsa04514
Epithelialcells	Tcells	PVR	TIGIT	0.000425881736805112	0	PVR_TIGIT	PVR - TIGIT	PVR	Cell-Cell Contact	KEGG: hsa04514
Stromalcells	Myeloids	THY1	ITGAX_ITGB2	0.0186794814815519	0	THY1_ITGAX_ITGB2	THY1 - (ITGAX+ITGB2)	THY1	Cell-Cell Contact	PMID: 15850796
Tcells	Epithelialcells	TIGIT	PVR	0.000425881736805112	0	TIGIT_PVR	TIGIT - PVR	TIGIT	Cell-Cell Contact	PMID:24987108
