id	S01_MM	p.value_S01_MM	S02_MM	p.value_S02_MM	S03_MM	p.value_S03_MM	S04_MM	p.value_S04_MM	S05_MM	p.value_S05_MM	S06_MM	p.value_S06_MM	S07_MM	p.value_S07_MM	S08_MM	p.value_S08_MM	S09_MM	p.value_S09_MM	S01_Den	p.value_S01_Den	S02_Den	p.value_S02_Den	S03_Den	p.value_S03_Den	S04_Den	p.value_S04_Den	S05_Den	p.value_S05_Den	S06_Den	p.value_S06_Den	S07_Den	p.value_S07_Den	S08_Den	p.value_S08_Den	S01_PMN	p.value_S01_PMN	S02_PMN	p.value_S02_PMN	S03_PMN	p.value_S03_PMN
Myeloids_C9orf3	-0.006087765	0.964482297	0.002979879	0.982610318	0.391913532	0.002815799	0.366908941	0.005410889	0.345684162	0.009067321	0.43744942	0.000748014	-0.25442125	0.058458953	0.2832169	0.034419948	-0.470846276	0.000249973	0.016037233	0.906612531	0.434760376	0.000813149	0.151266495	0.265767631	-0.284044463	0.033874273	0.37493175	0.004411793	-0.023333349	0.864463015	0.204305352	0.130946589	0.424672406	0.001105565	-0.414367709	0.001498646	0.179780723	0.184891337	0.430022748	0.000940451
Myeloids_AHNAK2	0.000842607	0.99508245	0.07105497	0.602790052	0.358974473	0.006588932	0.27129767	0.043122514	0.285070494	0.033207733	0.517219388	4.47E-05	-0.308441941	0.020732927	-0.077232452	0.571553215	-0.272622555	0.042073804	0.010263331	0.940156301	0.380268094	0.003840827	0.238517195	0.076678859	-0.156082095	0.250669578	0.35011358	0.00816393	-0.13720469	0.313278257	0.121389447	0.372817016	0.408824121	0.001758229	-0.292771486	0.028545033	0.18912618	0.162713088	0.45052045	0.000493583
Myeloids_ANGPTL2	0.064428568	0.637101276	-0.056344937	0.679998732	0.339668259	0.010432413	0.536057916	2.06E-05	0.379848461	0.003883236	0.70227484	1.62E-09	-0.079508922	0.560233951	-0.147705802	0.277314817	-0.409510878	0.001724028	0.105940861	0.437100639	0.548010207	1.23E-05	0.122099345	0.370007003	-0.088649475	0.515879198	0.439903771	0.000692714	-0.111889173	0.411646475	0.341554228	0.009986514	0.649033395	6.29E-08	-0.307063038	0.021338448	0.268885565	0.045086907	0.695787447	2.64E-09
Myeloids_LPPR4	0.140276806	0.302461637	-0.001892773	0.988953835	0.166390102	0.220337498	0.457279359	0.000395493	0.583317702	2.38E-06	0.684706184	5.91E-09	-0.434079617	0.000830429	0.024255398	0.859160467	-0.568624184	4.83E-06	0.036485539	0.789497222	0.531527523	2.50E-05	-0.036781553	0.787828922	-0.354832636	0.007288594	0.642722106	9.26E-08	-0.048988367	0.719937416	0.05459622	0.689418616	0.632873004	1.66E-07	-0.466288393	0.00029225	0.39001438	0.002964272	0.522934682	3.55E-05
Myeloids_HLX	0.255107514	0.057759322	0.364636453	0.005727753	0.420262365	0.001260761	0.452120345	0.000468558	0.672480209	1.38E-08	0.415581542	0.001446609	-0.327450096	0.013759651	-0.026293528	0.847461723	-0.511511435	5.60E-05	0.254036171	0.058854519	0.553197107	9.79E-06	-0.02284539	0.867271607	-0.005106324	0.970205464	0.65164187	5.35E-08	0.154748432	0.254791381	0.310493189	0.019859125	0.457006819	0.000399077	-0.440716549	0.000675232	0.5964192	1.23E-06	0.508391585	6.33E-05
Myeloids_FCGR1B	0.154498608	0.255568549	0.135441613	0.319596249	0.615242468	4.52E-07	0.560904521	6.91E-06	0.403881501	0.002022785	0.643930322	8.61E-08	-0.136042393	0.317434317	-0.206815383	0.126178883	-0.329775826	0.013064031	0.227025857	0.092445233	0.599246637	1.06E-06	0.356682485	0.006968482	-0.135647714	0.318853533	0.40771761	0.001814609	-0.098618775	0.46960871	0.192712715	0.154741578	0.605898541	7.49E-07	-0.153585914	0.258421418	0.275898501	0.039570521	0.720122714	3.96E-10
Myeloids_CD163	0.378634239	0.004008283	0.34650643	0.008893344	0.582802925	2.44E-06	0.502711853	7.87E-05	0.648489496	6.51E-08	0.488780646	0.000132268	-0.583962935	2.31E-06	-0.164766668	0.224936512	-0.511718322	5.56E-05	0.403189286	0.002062539	0.651120171	5.53E-08	0.137855449	0.310966594	-0.246306853	0.06726126	0.638062323	1.23E-07	-0.037048942	0.786322758	-0.04133618	0.762282998	0.472624918	0.000235046	-0.459839195	0.000363224	0.555719869	8.75E-06	0.515864157	4.72E-05
Myeloids_AIF1	0.531369093	2.51E-05	0.352796583	0.007655679	0.494724887	0.000106269	0.352468666	0.007716282	0.481905344	0.000169526	0.286662164	0.032195345	-0.162338121	0.23194004	-0.230093975	0.088007337	-0.254237789	0.058647142	0.568821323	4.79E-06	0.417945228	0.001349899	0.206475184	0.126817267	-0.19003283	0.160670089	0.384534471	0.003432328	0.32434106	0.014739032	-0.006917565	0.959644789	0.277361068	0.038493276	-0.036322253	0.790417885	0.412549642	0.001579723	0.407270296	0.001837856
Myeloids_RAB31	0.0691821	0.612405683	0.189867961	0.161040188	0.539057112	1.82E-05	0.581254417	2.64E-06	0.474438568	0.000220666	0.72824567	2.01E-10	-0.204082699	0.131375978	-0.121457725	0.372546193	-0.470089328	0.000256583	0.127268623	0.349933141	0.65190084	5.26E-08	0.225484436	0.094739772	-0.031747745	0.816321753	0.506728579	6.75E-05	-0.028099435	0.837123072	0.465749946	0.000297653	0.689292397	4.25E-09	-0.370380292	0.004956535	0.381453162	0.003723263	0.774615216	2.48E-12
Myeloids_SOBP	0.314562365	0.018217915	0.235439517	0.080675923	0.368345736	0.00521858	0.383638668	0.003514762	0.63847225	1.20E-07	0.537813345	1.92E-05	-0.534659392	2.19E-05	0.053709112	0.694215297	-0.534019649	2.25E-05	0.23686297	0.078807277	0.519780731	4.04E-05	0.072237044	0.596755303	-0.487418172	0.000138994	0.639813546	1.10E-07	0.249511057	0.063666612	0.006953527	0.959435176	0.53833206	1.87E-05	-0.514238231	5.03E-05	0.460466806	0.000355687	0.498132505	9.36E-05
Myeloids_ADAP2	-0.389474503	0.003007727	-0.460246241	0.000358319	-0.533098036	2.34E-05	-0.414793049	0.001480224	-0.677831121	9.56E-09	-0.503328356	7.69E-05	0.56422393	5.93E-06	0.067389259	0.621671648	0.581419036	2.62E-06	-0.391658816	0.002835321	-0.593620432	1.42E-06	-0.061085755	0.654707671	0.198763151	0.141953007	-0.643704272	8.73E-08	-0.147226049	0.278895644	-0.068586019	0.615479834	-0.492261178	0.000116416	0.417580096	0.00136445	-0.564689482	5.80E-06	-0.49026573	0.000125277
Myeloids_SLAMF8	0.473355571	0.000229153	0.250173643	0.06294289	0.691530417	3.62E-09	0.431977208	0.000885907	0.551670344	1.05E-05	0.470294378	0.000254777	-0.395314	0.002566365	-0.047072126	0.730469021	-0.443995221	0.000608684	0.532415884	2.40E-05	0.540137702	1.73E-05	0.241996083	0.072351408	-0.307675362	0.021067734	0.537812289	1.92E-05	0.169414178	0.211946269	-0.011009063	0.935816888	0.431129413	0.000909207	-0.362122682	0.006097095	0.481649022	0.000171084	0.519855107	4.02E-05
Myeloids_TMEM45A	0.325495482	0.014368624	0.187688993	0.165990489	0.500219432	8.65E-05	0.483560209	0.000159772	0.645422176	7.86E-08	0.624819779	2.65E-07	-0.528195473	2.87E-05	0.006890261	0.959803945	-0.535235055	2.14E-05	0.282560848	0.0348577	0.597345044	1.17E-06	0.100685418	0.460304122	-0.305027365	0.022259696	0.642725033	9.26E-08	0.046171259	0.735437421	-0.036258644	0.790776611	0.541243203	1.65E-05	-0.420126787	0.001265827	0.496537327	9.93E-05	0.572089359	4.10E-06
Myeloids_AGPAT4	0.075075013	0.582377183	0.216653419	0.108751046	0.459033945	0.000373107	0.328057987	0.013574832	0.423746394	0.00113665	0.372325692	0.00471686	-0.172496333	0.203627471	-0.039157876	0.774471084	-0.29074595	0.02971483	0.118426705	0.384682589	0.413437311	0.001539659	0.156423703	0.249621126	-0.041562843	0.761017997	0.415303894	0.001458367	0.117874438	0.386918929	0.330011717	0.012995196	0.343241977	0.009601563	-0.287996019	0.031366858	0.283053993	0.034528219	0.470364914	0.000254158
Myeloids_PILRA	0.326037845	0.014197375	0.287623812	0.031596236	0.578529537	3.01E-06	0.559676737	7.31E-06	0.326959098	0.013910503	0.456951154	0.000399813	-0.086338926	0.526921653	-0.188563561	0.163990402	-0.222480457	0.099338663	0.411584379	0.001624344	0.604572286	8.04E-07	0.30334528	0.023046079	-0.108748035	0.424980005	0.3295991	0.013115807	0.027894039	0.838297607	0.117849144	0.38702154	0.410261268	0.001687339	-0.039500935	0.772547925	0.308664964	0.020636371	0.579002063	2.94E-06
Myeloids_MS4A7	0.380070306	0.003860765	0.334266056	0.011806186	0.449973983	0.000502405	0.316469699	0.017489271	0.574566646	3.64E-06	0.339688608	0.010427512	-0.587791362	1.91E-06	0.098155951	0.471706227	-0.473136244	0.000230907	0.341888874	0.009909142	0.478170404	0.00019357	-0.043425519	0.750646244	-0.333275876	0.012074209	0.568221355	4.92E-06	0.159818514	0.239363693	-0.153534583	0.258582503	0.347198349	0.008749199	-0.464313166	0.000312515	0.508935707	6.19E-05	0.331839081	0.012472433
Myeloids_PARVG	-0.623189483	2.90E-07	-0.31850789	0.016738226	-0.43126022	0.000905576	-0.431397228	0.000901787	-0.559548526	7.35E-06	-0.455150477	0.000424288	0.38785869	0.003141177	0.312865087	0.018887877	0.242335092	0.071940318	-0.57946885	2.88E-06	-0.566684416	5.29E-06	-0.094763781	0.487231638	0.321810132	0.015579815	-0.469414803	0.000262608	-0.298558612	0.025413249	0.158423484	0.243543245	-0.413281595	0.001546621	0.168213589	0.215250392	-0.531690957	2.48E-05	-0.503605038	7.61E-05
Myeloids_ADAMTS2	-0.062828681	0.645503716	-0.141890888	0.296876565	0.368985237	0.005134933	0.53471372	2.18E-05	0.172544928	0.203498188	0.757500705	1.41E-11	-0.013380264	0.922031776	-0.162045917	0.232792738	-0.337638648	0.010931403	-0.011113137	0.935211426	0.50828025	6.35E-05	0.336255929	0.011283038	-0.099848733	0.464058976	0.253451984	0.059458736	-0.222680243	0.099027529	0.414883647	0.001476327	0.70161467	1.71E-09	-0.19289155	0.154351782	0.00655814	0.961739976	0.779841522	1.42E-12
Myeloids_PIK3AP1	0.481580352	0.000171504	0.200840696	0.137748984	0.485719074	0.000147819	0.329421699	0.013167958	0.494341689	0.000107792	0.378311031	0.004042162	-0.389265901	0.003024668	-0.070543423	0.605409858	-0.274292453	0.040781968	0.436948863	0.00075977	0.416121706	0.001423978	0.209226839	0.121723303	-0.41726499	0.001377119	0.41463096	0.00148722	0.227191698	0.092200971	-0.089458073	0.512042543	0.34269931	0.009723911	-0.272667554	0.042038557	0.426320647	0.00105212	0.425435382	0.001080529
Myeloids_BCAT1	0.113392887	0.405349881	0.078784134	0.563826327	0.395694257	0.00253973	0.585126549	2.18E-06	0.447403736	0.000545842	0.768811823	4.54E-12	-0.31924606	0.016473094	-0.179492927	0.185607195	-0.506388009	6.84E-05	0.138379813	0.309111896	0.644419818	8.35E-08	0.116235736	0.393599889	-0.157005353	0.247842809	0.462978014	0.000326929	-0.172738376	0.202984117	0.22364548	0.097534965	0.64697362	7.14E-08	-0.300229071	0.024564934	0.289175341	0.030649234	0.725788914	2.47E-10
Myeloids_CD109	0.212408101	0.116029547	0.229820679	0.088395743	0.430727137	0.000920454	0.464654579	0.000308924	0.699960392	1.93E-09	0.716601189	5.27E-10	-0.605149913	7.80E-07	-0.022568654	0.868865165	-0.645671944	7.74E-08	0.182547739	0.178109805	0.59642574	1.23E-06	0.010962703	0.9360866	-0.297382186	0.026025349	0.751760434	2.44E-11	-0.063205346	0.6435215	0.166579771	0.219804493	0.622586584	3.00E-07	-0.596576567	1.22E-06	0.51605182	4.68E-05	0.642957579	9.13E-08
Myeloids_PRRX1	0.294014651	0.02784635	0.13074369	0.3368237	0.480271077	0.000179689	0.544772817	1.42E-05	0.513721744	5.14E-05	0.781444595	1.19E-12	-0.341608267	0.009973985	-0.273455486	0.041425303	-0.50552565	7.07E-05	0.310545799	0.019837131	0.625374663	2.57E-07	0.158308731	0.243889254	-0.166268019	0.220681048	0.543645355	1.49E-05	-0.008358987	0.951245227	0.309664375	0.020208351	0.718972428	4.35E-10	-0.363836233	0.00584314	0.36881325	0.005157313	0.802477847	1.04E-13
Myeloids_FAM20C	0.367702737	0.005303888	0.266574419	0.04703728	0.49731345	9.65E-05	0.501957318	8.10E-05	0.64466909	8.23E-08	0.572384189	4.04E-06	-0.315828221	0.017731508	-0.149735915	0.270691184	-0.481268132	0.000173424	0.397386071	0.002424185	0.578507094	3.01E-06	0.076897437	0.573227884	-0.165038027	0.224163177	0.630944782	1.86E-07	0.16748492	0.217273251	0.288593504	0.031001554	0.557106872	8.22E-06	-0.398322472	0.002362263	0.574672115	3.63E-06	0.645961012	7.60E-08
Myeloids_FAM20A	0.23403448	0.082554517	0.02721207	0.842199852	0.331384451	0.01260077	0.36648237	0.005469167	0.32179387	0.015585347	0.555180473	8.96E-06	-0.067775102	0.619672493	-0.589640088	1.74E-06	-0.057173276	0.675553459	0.300295972	0.024531462	0.341770061	0.009936553	0.270927553	0.043419285	-0.022062315	0.87178221	0.245346587	0.068369588	-0.109600326	0.42133817	-0.083808184	0.539149494	0.384269087	0.003456569	0.168254684	0.215136702	0.233584047	0.083164004	0.459353522	0.000369156
Myeloids_ASPHD2	0.109737434	0.420753973	0.144209878	0.288970457	0.330474789	0.012860972	0.036961117	0.786817376	0.261321781	0.051727142	0.130420972	0.338028033	-0.318357731	0.016792602	0.189647296	0.161536518	-0.229740264	0.088510283	0.108533995	0.425897398	0.122389797	0.368860996	0.146709688	0.28060374	-0.190978495	0.158559316	0.1695592	0.211549581	0.191782771	0.156780242	0.045775856	0.737621535	0.110679243	0.416753588	-0.367065251	0.00538967	0.217985296	0.106541463	0.178204211	0.188837162
Myeloids_GPX8	0.005741011	0.96650417	0.144169478	0.289107002	0.319636126	0.016334446	0.45147106	0.000478572	0.419726973	0.001280874	0.464925018	0.000306106	-0.292638125	0.028620849	0.154971812	0.25409783	-0.477992748	0.000194787	0.011352925	0.93381657	0.490912594	0.000122339	0.0031428	0.98165972	-0.173306722	0.201479106	0.444820625	0.000592894	-0.103319654	0.448590847	0.304227979	0.022630539	0.482486199	0.000166042	-0.425244702	0.001086738	0.267149705	0.046545465	0.446932477	0.000554165
Myeloids_PIK3R5	0.512517913	5.39E-05	0.258008822	0.054875881	0.448934836	0.000519575	0.508873481	6.21E-05	0.542683146	1.55E-05	0.524907184	3.28E-05	-0.307359151	0.021207169	-0.184264122	0.173994692	-0.329240479	0.013221415	0.479454649	0.000184972	0.616768301	4.16E-07	0.081211228	0.551839211	-0.276743526	0.038945131	0.519546353	4.07E-05	0.248951265	0.064283249	0.130920386	0.336165437	0.495197703	0.000104417	-0.302008304	0.023687729	0.513970485	5.09E-05	0.589077983	1.79E-06
Myeloids_FAM65C	0.321783923	0.015588732	0.037621033	0.783102867	0.210514794	0.119393099	0.364540974	0.005741415	0.56991606	4.55E-06	0.465486711	0.000300327	-0.261762381	0.051319681	-0.040734524	0.765643814	-0.45658552	0.000404677	0.306490681	0.021594149	0.405296024	0.001943667	-0.096837111	0.477710641	-0.23062673	0.087254037	0.53907861	1.81E-05	0.011883783	0.930729261	0.267307132	0.046411615	0.475584783	0.000211996	-0.404051338	0.002013136	0.50025031	8.64E-05	0.458872846	0.000375113
Myeloids_MRGPRF	0.488048671	0.000135843	0.335733596	0.011418388	0.299234161	0.025067263	0.458934109	0.000374349	0.770814947	3.69E-12	0.483646499	0.000159278	-0.472529508	0.000235825	-0.272754805	0.041970284	-0.436011429	0.000782235	0.421310427	0.001222205	0.566629627	5.30E-06	-0.107732291	0.429343525	-0.161580291	0.234155968	0.767925198	4.97E-12	0.209436743	0.121341199	0.164155301	0.226685602	0.451301844	0.000481213	-0.443525855	0.000617832	0.700682077	1.83E-09	0.535380413	2.12E-05
Myeloids_DDX60L	0.047397966	0.728674666	-0.061589451	0.652042454	0.138908337	0.307249689	0.318636196	0.016691882	0.507003212	6.68E-05	0.451967518	0.000470897	-0.601389782	9.51E-07	0.160134586	0.238423604	-0.505831997	6.98E-05	-0.033710321	0.80518272	0.409602549	0.001719508	-0.079299076	0.561272932	-0.323113863	0.015141727	0.559098202	7.51E-06	-0.218212413	0.106168152	0.004531775	0.973556587	0.426719637	0.001039537	-0.659564829	3.23E-08	0.344527778	0.009316983	0.360555228	0.006337804
Myeloids_TWIST2	0.455128661	0.000424592	0.32217065	0.015457601	0.356441477	0.00700948	0.467486397	0.00028055	0.717961961	4.72E-10	0.582462258	2.48E-06	-0.39854662	0.00234765	-0.274188602	0.040861343	-0.402667087	0.002092988	0.410974068	0.001653135	0.574599715	3.64E-06	-0.018903275	0.8900184	-0.139856531	0.303926949	0.660850712	2.98E-08	0.16490132	0.224552542	0.12555545	0.356510159	0.486765719	0.000142324	-0.279003503	0.037312542	0.654875851	4.36E-08	0.588133434	1.88E-06
Myeloids_IFIT3	-0.100486204	0.461196647	-0.129743429	0.340565253	0.420882414	0.001237821	0.387432572	0.003177233	0.161194624	0.235289254	0.425023342	0.001093986	-0.075293851	0.581275035	0.023447362	0.86380702	-0.274128208	0.040907562	-0.063071291	0.644226685	0.426052195	0.001060663	0.340130051	0.01032167	-0.213720351	0.113741075	0.200297716	0.138838619	-0.236303701	0.079537337	0.16447301	0.22577548	0.488790323	0.000132221	-0.249552372	0.063621291	0.04476589	0.743209673	0.501195619	8.34E-05
Myeloids_MS4A14	0.348326382	0.008518548	0.280445197	0.036300961	0.478159606	0.000193643	0.431982885	0.000885752	0.510040058	5.93E-05	0.425901909	0.001065473	-0.425200008	0.001088198	-0.27179995	0.042722436	-0.339789203	0.01040331	0.350825847	0.008026221	0.559104732	7.50E-06	0.195747824	0.148224033	-0.232737117	0.084319587	0.529597238	2.70E-05	0.035240152	0.796526286	0.082103214	0.547464593	0.376822675	0.004201453	-0.35866534	0.006639046	0.43412534	0.000829258	0.470007497	0.000257307
Myeloids_GBP5	0.244973966	0.068803573	-0.011113341	0.935210237	0.628742739	2.12E-07	0.421101831	0.001229794	0.272617784	0.042077543	0.345950518	0.009010644	-0.133693	0.325941849	0.084476411	0.535907429	-0.42156826	0.001212884	0.319176281	0.016498003	0.457672653	0.000390372	0.416234005	0.001419313	-0.233758676	0.082927292	0.295185941	0.027201229	-0.067266128	0.622310191	0.174482719	0.19839015	0.364685279	0.005720777	-0.260056142	0.052912241	0.197045413	0.145500671	0.560937416	6.90E-06
Myeloids_GAS2L1	0.092528048	0.497608937	0.060919383	0.655588936	0.348917848	0.008399735	0.059135301	0.665068283	0.264034581	0.049259637	0.188998385	0.163002579	-0.32859311	0.013413905	0.043175895	0.752033707	-0.280201384	0.036470421	0.159520261	0.24025311	0.128344033	0.345843038	0.08016207	0.557005918	-0.096284469	0.480238733	0.273973157	0.041026417	0.009489898	0.944658732	-0.041733374	0.760066679	0.197167577	0.145246205	-0.302697711	0.023355008	0.199749879	0.139944523	0.169290025	0.212286288
Myeloids_PI3	0.055365256	0.68527015	0.264434731	0.04890393	0.217611171	0.107158612	0.076868665	0.573371814	-0.0040288	0.976490625	-0.127433551	0.349303943	0.086002472	0.528539338	-0.02018025	0.882639447	0.021114402	0.877247716	0.164203085	0.226548555	0.045047839	0.74164831	0.110536413	0.417358858	0.007406404	0.956795657	-0.005337097	0.968859587	-0.041494342	0.761400236	0.31718186	0.01722365	-0.049978605	0.71451513	0.015539559	0.90949826	0.044433796	0.745050035	0.018459525	0.892584788
Stromal_NREP	0.166782377	0.219236129	0.06130149	0.653565625	0.311434338	0.019468787	0.452123802	0.000468505	0.530359662	2.62E-05	0.667198562	1.96E-08	-0.373225339	0.004609512	-0.125690746	0.355988011	-0.479513239	0.000184588	0.13465651	0.322435552	0.542361477	1.58E-05	0.095808128	0.482423458	-0.239693077	0.075193791	0.496765505	9.85E-05	-0.096094665	0.481108636	-0.012994099	0.924275323	0.603101048	8.69E-07	-0.327609822	0.013710881	0.383497394	0.00352792	0.568231697	4.92E-06
Stromal_PRCP	-0.286335285	0.032401133	-0.39311558	0.00272527	-0.218049515	0.106435805	-0.455860749	0.000414476	-0.646761528	7.24E-08	-0.428317358	0.000990494	0.494007041	0.000109139	-0.029427993	0.829534517	0.512612566	5.37E-05	-0.205100393	0.129421974	-0.607955864	6.71E-07	0.194483696	0.150913384	0.152999908	0.260264405	-0.580626359	2.72E-06	-0.209943477	0.120422513	-0.126298255	0.353649226	-0.428532662	0.000984046	0.421599957	0.001211743	-0.570877636	4.34E-06	-0.4423915	0.000640456
Stromal_COL1A2	-0.048520179	0.722505886	-0.060174095	0.659542422	0.209532126	0.121167869	0.493293696	0.00011206	0.22341291	0.097892985	0.720197245	3.94E-10	-0.086237444	0.527409322	-0.135017883	0.321126677	-0.392235727	0.002791276	-0.049504641	0.717108708	0.496413149	9.98E-05	0.05568745	0.683534845	-0.027985589	0.837774047	0.328957086	0.013305386	-0.23120614	0.086440518	0.371688841	0.004794173	0.690845349	3.80E-09	-0.264469242	0.048873351	0.11044867	0.417730938	0.717156377	5.04E-10
Stromal_LOXL1	0.271520427	0.042944705	0.189503502	0.161860547	0.392841493	0.002745681	0.355773441	0.007124223	0.338119298	0.010811407	0.5605689	7.02E-06	-0.142630837	0.294338739	-0.310420391	0.019889592	-0.387559127	0.003166487	0.375513457	0.00434612	0.378897909	0.003980831	0.184932605	0.172410794	0.005470046	0.968084268	0.367077351	0.005388031	0.064229282	0.638145463	0.242953462	0.071195259	0.496856763	9.82E-05	-0.165077172	0.224051773	0.220614478	0.102281345	0.543070824	1.53E-05
Stromal_PRKAR2B	0.531666137	2.48E-05	0.146409164	0.281601031	0.337550958	0.010953419	0.084275647	0.53688048	0.608733163	6.44E-07	0.255359971	0.057503655	-0.557875206	7.93E-06	-0.051221567	0.7077288	-0.431965745	0.000886218	0.485961609	0.000146529	0.174866779	0.19738868	-0.030803954	0.821691466	-0.385233031	0.003369237	0.6714043	1.48E-08	0.214803194	0.111878823	-0.162466765	0.231565322	0.151355775	0.265482297	-0.395994496	0.002518875	0.530315536	2.62E-05	0.181067009	0.181716112
Stromal_VASH1	0.364923647	0.005686831	0.235071961	0.08116407	0.45276014	0.000458876	0.437870461	0.000738253	0.65834818	3.50E-08	0.599437116	1.05E-06	-0.363523104	0.005888843	-0.221922296	0.100211926	-0.370275186	0.004969783	0.367176889	0.00537456	0.559889154	7.24E-06	0.171008304	0.20761438	-0.144571254	0.287750959	0.536844827	2.00E-05	0.140818805	0.300578679	0.049184592	0.718861844	0.512377736	5.41E-05	-0.277047259	0.038722345	0.554983168	9.04E-06	0.552637652	1.00E-05
Stromal_MAOB	0.449203157	0.000515091	0.182281796	0.178753664	0.149480707	0.271518009	0.293411186	0.028183699	0.689101669	4.31E-09	0.446169067	0.000567893	-0.6404597	1.06E-07	-0.101394944	0.45713292	-0.368125656	0.005247642	0.341291395	0.010047649	0.403065422	0.002069726	-0.242550937	0.071679549	-0.33236257	0.012326053	0.667890039	1.87E-08	0.188434198	0.164285131	-0.275413502	0.039933188	0.23240418	0.084777301	-0.302200461	0.023594591	0.62648198	2.41E-07	0.27249673	0.042172491
Stromal_COL16A1	0.260536898	0.052459508	0.213331589	0.114415418	0.306766172	0.021470751	0.370102003	0.004991681	0.593069418	1.46E-06	0.619378527	3.60E-07	-0.478457954	0.000191613	-0.23067234	0.087189782	-0.363464101	0.00589749	0.251453022	0.061564172	0.482737085	0.000164557	-0.047619618	0.727454883	-0.079559261	0.559984847	0.604656275	8.00E-07	0.116037547	0.39441248	0.14071494	0.300938927	0.532822606	2.36E-05	-0.428720487	0.000978453	0.453632851	0.000445962	0.540167867	1.73E-05
Stromal_LRRC17	0.351649029	0.007869589	0.249273341	0.063927885	0.181098316	0.181639323	0.343550762	0.009532543	0.664322361	2.37E-08	0.465553799	0.000299643	-0.617577473	3.97E-07	-0.184630091	0.173126265	-0.462218579	0.000335394	0.271314674	0.04310892	0.487436149	0.000138903	-0.151456905	0.265159339	-0.165586351	0.222606175	0.710837606	8.36E-10	-0.095385851	0.484364603	-0.07176997	0.599136623	0.375361283	0.004363216	-0.383798279	0.003499947	0.591705139	1.57E-06	0.318582811	0.016711151
Stromal_PCDH17	-0.006356236	0.962917041	-0.013524095	0.921196295	0.092824728	0.496225328	0.576677069	3.29E-06	0.371725619	0.004789678	0.738532923	8.21E-11	-0.139730357	0.304367757	-0.080687801	0.554414032	-0.436421523	0.000772335	-0.031844698	0.815770612	0.557764387	7.97E-06	-0.053708349	0.694219425	0.034361408	0.801495693	0.392536498	0.002768554	-0.191779883	0.156786605	0.450323709	0.000496743	0.658418442	3.48E-08	-0.277788197	0.038183286	0.241926172	0.072436416	0.672782804	1.35E-08
Stromal_FOXF1	0.376000195	0.004291831	0.177173152	0.191450203	0.227958868	0.09107758	0.16621835	0.220820926	0.523711031	3.44E-05	0.399695809	0.002273991	-0.359455023	0.006511685	-0.031990388	0.814942579	-0.403999142	0.002016097	0.320199032	0.016136119	0.265106456	0.048311524	-0.149761478	0.270608459	-0.246169168	0.067419286	0.604641156	8.01E-07	0.173642275	0.200594263	0.112492245	0.409114453	0.398696591	0.002337919	-0.41431297	0.001501032	0.489874414	0.000127086	0.356017793	0.007082064
Stromal_CILP	0.525537851	3.20E-05	0.129181008	0.342680352	0.117553065	0.388223837	0.170835985	0.208079608	0.674393962	1.21E-08	0.43094421	0.000914369	-0.602849901	8.80E-07	-0.231151671	0.086516741	-0.283911034	0.033961764	0.418170972	0.001340973	0.289936264	0.03019352	-0.223829082	0.097253048	-0.290972248	0.029582181	0.688468142	4.51E-09	0.166887242	0.218942357	-0.361271058	0.006226864	0.215071234	0.111421481	-0.240504714	0.074182124	0.683663313	6.36E-09	0.191812824	0.156714052
Stromal_COL6A2	0.234376646	0.082093882	0.444732202	0.000594568	0.493246961	0.000112254	0.393491655	0.002697483	0.448284285	0.000530592	0.52526489	3.23E-05	-0.265276184	0.048162769	-0.492185936	0.00011674	-0.246843818	0.066647794	0.339596217	0.010449782	0.486874916	0.000141762	0.17493862	0.19720175	0.15732716	0.246862638	0.429208079	0.000964065	0.137637829	0.311738417	0.261153335	0.051883613	0.434768187	0.000812952	-0.16504998	0.224129158	0.394265972	0.002641061	0.562568597	6.40E-06
Stromal_RGL1	0.400291656	0.002236615	0.260383146	0.052603954	0.343477689	0.009548837	0.444754535	0.000594144	0.708866448	9.76E-10	0.462719614	0.000329787	-0.420724594	0.001243624	-0.066416032	0.62672623	-0.467691154	0.000278593	0.32283821	0.015233464	0.581387769	2.62E-06	-0.086461724	0.526331844	-0.327856179	0.013635951	0.659802964	3.18E-08	0.273713258	0.041226283	0.066542731	0.626067229	0.50330823	7.69E-05	-0.481233247	0.00017364	0.622069292	3.09E-07	0.505430346	7.09E-05
Stromal_NFATC1	0.329504799	0.013143507	0.314910791	0.018082913	0.444350536	0.000601841	0.373522548	0.004574525	0.378572209	0.004014766	0.471269689	0.000246343	-0.200022476	0.139393417	-0.272405407	0.042244235	-0.316190316	0.017594424	0.426271089	0.001053693	0.422599248	0.001176246	0.25106064	0.061984413	-0.053052006	0.697776035	0.376999589	0.004182234	0.24467877	0.069148941	0.402079015	0.002127758	0.402669126	0.002092869	-0.205427243	0.128799089	0.303137115	0.023145008	0.572366507	4.05E-06
Stromal_COL5A1	0.08977543	0.510540702	-0.007270555	0.957587382	0.285831018	0.032720744	0.355471528	0.007176615	0.356344925	0.007025964	0.630315691	1.93E-07	-0.133724473	0.325826934	-0.199167401	0.14112757	-0.350737463	0.008043198	0.13541862	0.319679176	0.405536082	0.001930517	0.024296714	0.858923008	0.105349284	0.439679358	0.442097642	0.000646438	-0.082023697	0.547853898	0.237843665	0.077539897	0.499695447	8.82E-05	-0.213066216	0.114877485	0.325710332	0.014300576	0.536814105	2.00E-05
