id	S01_Fib	p.value_S01_Fib	S02_Fib	p.value_S02_Fib	S03_Fib	p.value_S03_Fib	S04_Fib	p.value_S04_Fib	S05_Fib	p.value_S05_Fib	S06_Fib	p.value_S06_Fib	S07_Fib	p.value_S07_Fib	S08_Fib	p.value_S08_Fib	S01_End	p.value_S01_End	S02_End	p.value_S02_End	S03_End	p.value_S03_End	S04_End	p.value_S04_End	S05_End	p.value_S05_End
Stromal_COL3A1	-0.088504475	0.516568722	0.271822616	0.042704455	0.778640921	1.61E-12	-0.255676297	0.057184599	-0.152343012	0.262340822	-0.116059294	0.394323265	0.403763011	0.002029541	0.182334692	0.178625467	0.057192194	0.675452062	0.497671568	9.52E-05	0.345584788	0.009088545	-0.378404521	0.004032337	-0.133855612	0.325348404
Stromal_MAFB	-0.568039642	4.97E-06	0.585691757	2.12E-06	0.407562711	0.00182263	0.355063307	0.007247989	-0.368999444	0.005133088	-0.656234294	4.00E-08	0.685714497	5.50E-09	-0.377264134	0.004153639	0.50703375	6.67E-05	0.658655642	3.43E-08	0.331836517	0.012473154	-0.736344411	9.97E-11	-0.643439636	8.87E-08
Stromal_MICALL2	0.201054546	0.137321601	-0.138377233	0.309121007	0.06462013	0.636098217	-0.310284082	0.019946747	0.092101022	0.499603926	0.367763109	0.005295826	-0.103439831	0.448060429	0.029655398	0.828237131	-0.153248022	0.259483012	-0.18011746	0.184056266	0.00121008	0.99293788	0.250280438	0.062826862	0.295631323	0.026959234
Stromal_ADAP2	-0.32222224	0.015440179	0.629985163	1.97E-07	0.424897666	0.00109812	0.159896463	0.239131614	-0.203424442	0.132651637	-0.447163529	0.00055007	0.695979271	2.61E-09	-0.201147618	0.137135906	0.510198525	5.90E-05	0.636873821	1.31E-07	0.472349778	0.0002373	-0.683447762	6.46E-09	-0.479193326	0.000186693
Stromal_TRPS1	-0.230444696	0.087510856	0.530263947	2.63E-05	0.613431031	4.99E-07	-0.00587867	0.965701474	-0.141834344	0.297071079	-0.240596075	0.074068927	0.574058822	3.73E-06	-0.049726723	0.715893059	0.43586179	0.000785876	0.62121883	3.24E-07	0.379671866	0.003901206	-0.515435537	4.80E-05	-0.324423893	0.014712184
Stromal_AMOTL1	-0.378006365	0.004074328	0.742197256	5.91E-11	0.590021161	1.71E-06	0.116106189	0.394130929	-0.182555238	0.178091676	-0.480093729	0.000180825	0.661431733	2.87E-08	-0.146457754	0.281439628	0.634250185	1.54E-07	0.727561939	2.13E-10	0.474471718	0.00022041	-0.717615234	4.86E-10	-0.522598575	3.60E-05
Stromal_STAT2	-0.409206653	0.001739104	0.579746077	2.84E-06	0.450320062	0.000496802	0.211606742	0.117444256	-0.265838884	0.047672273	-0.521181945	3.81E-05	0.626549204	2.40E-07	-0.252105284	0.060870675	0.457676241	0.000390325	0.656418706	3.96E-08	0.404970059	0.00196165	-0.645345215	7.90E-08	-0.488331521	0.000134451
Stromal_GPSM1	-0.210347943	0.119693041	0.520036644	3.99E-05	0.491425126	0.000120057	-0.042545706	0.755539886	-0.062038441	0.649670346	-0.171536866	0.20619194	0.349854092	0.008214608	-0.051850806	0.70430182	0.446988551	0.000553169	0.482637343	0.000165146	0.275641559	0.039762314	-0.370679459	0.004918995	-0.291957283	0.029010537
Stromal_MRVI1	-0.499847646	8.77E-05	0.800662479	1.29E-13	0.550141034	1.12E-05	0.183466944	0.175897297	-0.210823486	0.118839684	-0.565918981	5.48E-06	0.675054064	1.16E-08	-0.261938769	0.051157294	0.694481064	2.91E-09	0.752125715	2.36E-11	0.412369593	0.001587962	-0.76613374	5.97E-12	-0.6100809	5.99E-07
Stromal_ZNF521	-0.327995319	0.013593786	0.585293587	2.16E-06	0.628064398	2.20E-07	0.071652061	0.599738432	-0.235674377	0.080365223	-0.440140092	0.00068759	0.450802292	0.000489089	-0.044350541	0.745511633	0.460581599	0.000354323	0.716975454	5.12E-10	0.286173627	0.03250331	-0.698611012	2.14E-09	-0.431742342	0.000892307
Stromal_SFMBT2	-0.577202885	3.21E-06	0.657654335	3.66E-08	0.383779727	0.003501666	0.380214846	0.003846186	-0.272111265	0.042476002	-0.669795243	1.65E-08	0.564354618	5.90E-06	-0.32167769	0.01562492	0.569360632	4.67E-06	0.684727672	5.90E-09	0.303474341	0.022984923	-0.760476258	1.05E-11	-0.656731699	3.88E-08
Stromal_SHANK3	-0.265223352	0.048209032	0.390682904	0.002911235	0.462330703	0.000334132	-0.32507068	0.014503988	-0.191614483	0.157151276	-0.264922656	0.048473036	0.336720014	0.011163945	-0.040336524	0.767869379	0.290733106	0.029722374	0.386578603	0.003250596	0.197596247	0.144355914	-0.405803315	0.001915972	-0.261001116	0.052025341
Stromal_PAPPA	-0.28985602	0.030241309	0.403408637	0.002049867	0.53288298	2.36E-05	0.082100497	0.547477892	-0.374925051	0.004412554	-0.295605997	0.026972946	0.398596269	0.002344425	0.050509731	0.711612563	0.22487732	0.095655598	0.708155885	1.03E-09	0.289503093	0.030452246	-0.609849857	6.06E-07	-0.34582189	0.009037976
Stromal_ALPK2	-0.212733854	0.115458202	0.509051778	6.17E-05	0.587056486	1.98E-06	-0.153839766	0.257625792	-0.249712747	0.063445609	-0.280779041	0.036069984	0.541714758	1.62E-05	-0.080042852	0.557594469	0.359816802	0.006454053	0.514964278	4.89E-05	0.433442532	0.0008469	-0.52487961	3.28E-05	-0.268218031	0.045643308
Stromal_RUNX1T1	-0.509867878	5.97E-05	0.74192494	6.06E-11	0.548329157	1.22E-05	0.293363033	0.028210764	-0.227802498	0.091305685	-0.565546552	5.58E-06	0.640936582	1.03E-07	-0.336427167	0.011238968	0.637448024	1.27E-07	0.746160705	4.11E-11	0.381758895	0.003693453	-0.720299477	3.90E-10	-0.626908823	2.35E-07
Stromal_ARL10	-0.317592874	0.017071922	0.325289309	0.014434186	0.497459511	9.60E-05	0.134391441	0.323397769	-0.073279003	0.591458149	-0.286971148	0.032001824	0.349926294	0.008200479	-0.093110372	0.494895078	0.278806387	0.037452646	0.481695913	0.000170798	0.180617376	0.182821538	-0.389487982	0.003006635	-0.404396828	0.001993635
Stromal_CD84	-0.429539869	0.000954384	0.556012772	8.63E-06	0.419775036	0.001279057	0.210075384	0.120184243	-0.244656092	0.069175531	-0.523888142	3.42E-05	0.728641447	1.94E-10	-0.315536031	0.017842789	0.497418291	9.61E-05	0.561130986	6.84E-06	0.458367245	0.000381474	-0.624463345	2.70E-07	-0.499060818	9.04E-05
T_QPRT	0.304147439	0.02266819	-0.378656019	0.004006009	-0.345301813	0.009149219	0.060060912	0.660143632	0.27150571	0.042956433	0.377997611	0.004075256	-0.297154053	0.02614547	0.284565378	0.033534496	-0.284054309	0.033867825	-0.357062241	0.006904306	-0.099712318	0.464672745	0.410391965	0.00168102	0.351962962	0.00781056
T_OAS2	0.078831456	0.563591449	0.0064358	0.962453186	0.23169988	0.085751992	-0.252790078	0.060149371	0.028913949	0.832468879	0.034673966	0.799727228	0.242546263	0.071685188	0.261065737	0.051965135	-0.068996757	0.613360841	0.157163565	0.24736059	0.220609441	0.102289379	-0.068000026	0.618508365	-0.021272432	0.876336137
T_PLAG1	-0.295280211	0.027149857	-0.028354043	0.835667622	0.11773581	0.387481496	0.209093491	0.12196652	-0.023180113	0.865344834	-0.145757443	0.283771794	-0.040469317	0.767126606	0.000371601	0.997831282	-0.039906328	0.770277073	0.173328387	0.201421891	-0.16612867	0.221073644	-0.065456808	0.631724815	-0.138246999	0.309580994
T_FMR1	-0.244286553	0.06960996	-0.395466635	0.002555644	0.192505491	0.155194159	0.216967158	0.108227408	-0.163920095	0.227361021	-0.070929246	0.603433466	-0.23677907	0.07891646	0.217196462	0.107845922	-0.439493178	0.0007017	0.182501592	0.178221408	-0.377996061	0.00407542	0.034020702	0.803424537	-0.118179331	0.385683352
T_MST4	-0.10971924	0.420831468	-0.404296391	0.001999287	-0.030160413	0.825357578	0.271881646	0.042657653	-0.246325277	0.067240137	0.050837381	0.709824	-0.164196232	0.226568207	0.106002736	0.436831415	-0.391681022	0.002833615	0.039424893	0.772974095	-0.28780771	0.031482733	0.067500994	0.621092441	-0.06709002	0.623223952
